 ,X,Y
1,-0.023,0.649
2,3.103,2.634
3,0.133,0.586
4,2.696,3.509
5,0.274,0.414
6,3.665,2.978
7,0.383,0.289
8,4.556,1.446
9,0.399,0.055
10,5.182,0.008
11,0.399,-0.164
12,4.791,-0.836
13,0.320,-0.367
14,3.837,-1.680
15,0.195,-0.477
16,0.102,-2.774
17,0.023,-0.492
18,-1.821,-2.477
19,-0.102,-0.492
20,-2.618,-1.727
21,-0.227,-0.367
22,-3.712,-0.899
23,-0.320,-0.258
24,-4.416,-0.289
25,-0.305,-0.039
26,-4.853,-0.383
27,-0.399,0.133
28,-5.213,0.680
29,-0.336,0.383
30,-4.791,2.165
31,-0.227,0.539
32,-3.368,3.306
33,-0.152,0.680
34,-1.465,3.962
35,-0.078,0.664
36,-0.063,3.587
